article_id,dataset_id,type_true,type_pred,cat_id,cat_type
10.1029_2023wr035126,https://doi.org/10.1175/bams-86-1-39,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1371/journal.pgen.1003180,,Primary,FP,FP
10.1128_JVI.01717-21,EPI_ISL_293287,Primary,,TP,FN
10.1002_chem.202003167,https://doi.org/10.1002/(issn)1521-3765,,Primary,FP,FP
10.1242_jeb.211466,https://doi.org/10.5061/dryad.gtht76hhb,Primary,,FN,FN
10.7554_eLife.72626,https://doi.org/10.15252/msb.20188664,,Primary,FP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1007/978-3-642-35106-8,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1016/j.ymeth.2006.08.003,,Primary,FP,FP
10.1186_s12974-020-01860-y,https://doi.org/10.13039/100000065,,Primary,FP,FP
10.3390_v11060565,EPI1018211,Secondary,Secondary,TP,TP
10.1186_s12859-020-3415-z,https://doi.org/10.13039/501100004103,,Primary,FP,FP
10.1177_0018720820970751,https://doi.org/10.13039/100010661,,Primary,FP,FP
10.1186_s13073-019-0709-8,Missing,Missing,,FN,FN
10.7554_elife.73695,https://doi.org/10.1098/rsbl.2008.0203,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1073/pnas.1921914117,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.3133/tm4a10,,Primary,FP,FP
10.12688_f1000research.13483.1,https://doi.org/10.1016/j.ajo.2008.05.016,,Primary,FP,FP
10.1098_rsos.190841,https://doi.org/10.5061/dryad.3b65k44,Primary,Primary,TP,TP
10.1029_2020jf005675,https://doi.org/10.1002/(issn)2169-9011,,Primary,FP,FP
10.7717_peerj.10452,SAMN16233644,Primary,Primary,TP,TP
10.1007_s10904-014-0054-8,Missing,Missing,,FN,FN
10.7554_elife.73695,https://doi.org/10.1016/s0166-4328(99)00070-4,,Primary,FP,FP
10.1186_s12859-016-0922-z,Missing,Missing,,FN,FN
10.1371_journal.pone.0159387,PRJNA74077,Secondary,Secondary,TP,TP
10.1029_2023wr035126,https://doi.org/10.1111/j.1365-2427.2006.01713.x,,Primary,FP,FP
10.1186_s12864-019-6131-1,PRJEB27670,,Secondary,FP,FP
10.7554_elife.73695,https://doi.org/10.1371/journal.pbio.0060216,,Primary,FP,FP
10.1128_JVI.01717-21,EPI_ISL_291131,,Secondary,TP,FP
10.7554_elife.73695,https://doi.org/10.13039/100008227,,Primary,FP,FP
10.7717_peerj.10452,SAMN16233661,Primary,Primary,TP,TP
10.1128_JVI.01717-21,EPI_ISL_445051,,Secondary,TP,FP
10.1038_s41597-022-01555-4,https://doi.org/10.7937/q1ee-j082,Secondary,,FN,FN
10.3389_fmicb.2024.1456637,SAMN04505646,,Primary,FP,FP
10.1186_s12859-018-2263-6,GSE59765,,Secondary,FP,FP
10.1186_s12864-020-6657-2,SRP051959,,Secondary,FP,FP
10.1107_s2059798322005691,https://doi.org/10.18150/r3btbm,,Primary,FP,FP
10.7554_elife.74937,https://doi.org/10.13039/501100001659,,Primary,FP,FP
10.3389_fchem.2019.00828,Missing,Missing,,FN,FN
10.3390_microorganisms8121872,CHEMBL243644,Secondary,Secondary,TP,TP
10.1186_s12920-018-0379-1,Missing,Missing,,FN,FN
10.1002_ejic.201900904,Missing,Missing,,FN,FN
10.3389_feart.2023.1205211,https://doi.org/10.1130/ges01012.1,,Primary,FP,FP
10.1002_cssc.202201821,https://doi.org/10.13039/100006754,,Primary,FP,FP
10.1016_j.fuel.2022.125768,https://doi.org/10.11583/dtu.20555586,Primary,,FN,FN
10.1242_dev.138545,https://doi.org/10.13039/501100002241,,Primary,FP,FP
10.1093_nar_gkp1049,PF00106,Secondary,Secondary,TP,TP
10.7717_peerj.13193,https://doi.org/10.6073/pasta/275ad28a2f31356cf9c2648531a16a2b,,Primary,TP,FP
10.7554_eLife.63194,PF00998,,Secondary,FP,FP
10.1039_d1ee03696c,https://doi.org/10.1149/1.3465636,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1371/journal.pcbi.1007900,,Primary,FP,FP
10.1002_chem.202001668,K01438,,Secondary,FP,FP
10.1128_spectrum.00422-24,K02400,Secondary,Secondary,TP,TP
10.1038_s41396-020-00885-8,IPR011040,Secondary,Secondary,TP,TP
10.1039_d1ee03696c,https://doi.org/10.1016/j.tsf.2012.06.043,,Primary,FP,FP
10.1186_s12916-019-1469-4,Missing,Missing,,FN,FN
10.1186_s12967-020-02311-1,Missing,Missing,,FN,FN
10.1371_journal.pone.0159387,PRJNA167242,Secondary,Secondary,TP,TP
10.1186_s12859-018-2263-6,GSE37147,,Secondary,FP,FP
10.1039_c9ra06638a,https://doi.org/10.13039/501100004281,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1038/ngeo2232,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1029/2010gb003888,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1002/ajpa.23455,,Primary,FP,FP
10.1002_ecs2.4619,https://doi.org/10.1046/j.1365-2427.2000.00619.x,,Primary,FP,FP
10.1107_s160053681103220x,Missing,Missing,,FN,FN
10.1029_2023wr035126,https://doi.org/10.5066/p9cc9jex,,Primary,FP,FP
10.3390_d13010019,https://doi.org/10.2307/2389358,,Primary,FP,FP
10.12688_f1000research.13622.1,https://doi.org/10.5256/f1000research.13622.d194235,Primary,Primary,TP,TP
10.3133_ofr20231026,https://doi.org/10.1002/rra.3589,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1016/j.quascirev.2009.03.011,,Primary,FP,FP
10.1534_g3.119.400401,https://doi.org/10.13020/adqb-bb41,,Primary,FP,FP
10.1186_s13059-019-1924-8,GSE63525,,Secondary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1101/2021.12.17.473136,,Primary,FP,FP
10.1029_2021gl096173,https://doi.org/10.25326/09,Secondary,,FN,FN
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.6qzmh7,Secondary,,FN,FN
10.1186_s12870-018-1542-8,Missing,Missing,,FN,FN
10.1029_2023wr035126,https://doi.org/10.1002/hyp.13151,,Primary,FP,FP
10.1038_s41396-020-00885-8,IPR011124,Secondary,Secondary,TP,TP
10.1007_s00442-022-05201-z,https://doi.org/10.13039/100000001,,Primary,FP,FP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr35020.v1,Secondary,,TP,FN
10.1021_acsomega.3c06074,CHEMBL1097,Secondary,Secondary,TP,TP
10.1590_s1677-5538.ibju.2019.0167,Missing,Missing,,FN,FN
10.7554_eLife.72626,https://doi.org/10.1038/srep30691,,Primary,FP,FP
10.1590_0103-6440201802861,Missing,Missing,,FN,FN
10.1128_JVI.01717-21,EPI_ISL_445091,Primary,,TP,FN
10.3389_feart.2023.1205211,https://doi.org/10.1111/j.1365-2117,,Primary,FP,FP
10.1080_0284186x.2019.1669817,Missing,Missing,,FN,FN
10.1186_s12864-019-6131-1,NC_006112.4,,Secondary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1126/sciadv.aax4631,,Primary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.6075/j089161b,Primary,Primary,TP,TP
10.1186_s12859-016-0904-1,Missing,Missing,,FN,FN
10.7554_elife.73695,https://doi.org/10.1002/ajp.1350280402,,Primary,FP,FP
10.1186_s12920-019-0646-9,GSE63695,,Secondary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1038/s41561-017-0007-2,,Primary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1038/sdata,,Primary,FP,FP
10.3389_fmicb.2024.1456637,SAMN12620703,,Primary,TP,FP
10.3390_v11060565,EPI1018206,Secondary,Secondary,TP,TP
10.3133_cir1497,https://doi.org/10.5066/f77d2s7b,Secondary,,FN,FN
10.1039_d0gc00363h,Missing,Missing,,FN,FN
10.3897_zookeys.500.9360,https://doi.org/10.5061/dryad.dv44b,Primary,Primary,TP,TP
10.1021_acsomega.3c06074,CHEMBL3422978,Secondary,Secondary,TP,TP
10.7554_elife.62329,https://doi.org/10.5061/dryad.12jm63xwd,Primary,Primary,TP,TP
10.1186_s12862-018-1213-2,https://doi.org/10.13039/501100005416,,Primary,FP,FP
10.1098_rsos.210982,https://doi.org/10.5061/dryad.fxpnvx0pn,Primary,Primary,TP,TP
10.7554_eLife.72626,MODEL2106070001,Primary,,FN,FN
10.3389_fmicb.2024.1456637,SAMN12620694,,Primary,TP,FP
10.3389_feart.2023.1205211,https://doi.org/10.5066/p99mj096,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1371/journal.pcbi.1000702,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1029/2018jb016459,,Primary,FP,FP
10.1038_s41598-020-59839-x,ENSBTAG00000032007,,Secondary,FP,FP
10.1186_s12920-019-0628-y,Missing,Missing,,FN,FN
10.12688_f1000research.13622.1,https://doi.org/10.5256/f1000research.14799.r33998,,Primary,FP,FP
10.1111_cas.12935,P51884,Secondary,,FN,FN
10.1186_s12859-018-2146-x,Missing,Missing,,FN,FN
10.1038_s41396-020-00885-8,IPR004302,Secondary,Secondary,TP,TP
10.1007_s00382-022-06361-7,https://doi.org/10.1002/2015g,,Primary,FP,FP
10.1080_21645515.2023.2189598,ENSMMUT00000047863,Secondary,,FN,FN
10.3389_feart.2023.1205211,https://doi.org/10.1126/science.255,,Primary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1002/2016gl067887,,Primary,FP,FP
10.7717_peerj.10452,SAMN16233663,Primary,Primary,TP,TP
10.3389_feart.2023.1205211,https://doi.org/10.1130/ges02269,,Primary,FP,FP
10.1002_anie.202007717,Missing,Missing,,FN,FN
10.1029_2021gl096173,https://doi.org/10.1175/jcli-d-14-00666,,Primary,FP,FP
10.1029_2022gl100473,https://doi.org/10.1029/jb087ib07p05422,,Primary,FP,FP
10.1098_rspb.2015.2764,https://doi.org/10.5061/dryad.447sq,Primary,,FN,FN
10.5194_amt-15-3969-2022,https://doi.org/10.24381/cds.bd0915c6,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1016/0021-9991(76)90041-3,,Primary,FP,FP
10.1111_1365-2656.12491,https://doi.org/10.1111/jane.2016.85.issue-3,,Primary,FP,FP
10.1038_s41562-021-01247-w,https://doi.org/10.34973/983b-a047,Primary,,FN,FN
10.1039_d0sc01197e,https://doi.org/10.13039/501100003130,,Primary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1007/s00382-021-05802-z,,Primary,FP,FP
10.1186_s13321-017-0246-7,https://doi.org/10.13039/501100003397,,Primary,FP,FP
10.1021_acsomega.3c06074,CHEMBL1257821,Secondary,Secondary,TP,TP
10.1590_1980-5373-mr-2018-0766,Missing,Missing,,FN,FN
10.1039_d0sc01518k,Missing,Missing,,FN,FN
10.1186_s12870-020-2295-8,PRJNA605850,,Secondary,FP,FP
10.1186_s12866-020-01863-y,SRX8097936,,Secondary,FP,FP
10.1038_s41597-019-0101-y,SAMN10880032,,Primary,FP,FP
10.1101_2022.07.21.501061,https://doi.org/10.15468/dl.uejpg6,Primary,,FN,FN
10.1029_2022gl100473,https://doi.org/10.1126/science.1088057,,Primary,FP,FP
10.1111_gcb.14974,https://doi.org/10.1111/gcb.v26.4,,Primary,FP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1143/jpsj.73.1115,,Primary,FP,FP
10.1111_cas.12935,P21741,Secondary,,FN,FN
10.7554_elife.73695,https://doi.org/10.1016/j.psyneuen.2009.02.002,,Primary,FP,FP
10.1038_s41598-020-59839-x,IPR014760,Secondary,Secondary,TP,TP
10.1038_s41396-020-00885-8,PF05834,Secondary,Secondary,TP,TP
10.1007_s00382-022-06361-7,https://doi.org/10.6075/j0154fjj,Primary,Primary,TP,TP
10.1098_rsos.160417,https://doi.org/10.5061/dryad.2bs69.1,Primary,,FN,FN
10.1080_21645515.2023.2189598,ENSMMUT00000017222,Secondary,,FN,FN
10.1093_bib_bbab395,https://doi.org/10.1093/bib/bbab395,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.2307/2334448,,Primary,FP,FP
10.1186_s40478-018-0561-x,GSE110717,,Secondary,FP,FP
10.1186_s13073-020-00727-4,https://doi.org/10.13039/100000002,,Primary,FP,FP
10.1186_s12864-019-5872-1,PRJDB4785,,Secondary,FP,FP
10.7554_elife.73695,https://doi.org/10.1111/j.1365-2869.2010.00858.x,,Primary,FP,FP
10.1371_journal.pone.0159387,PRJNA167243,Secondary,Secondary,TP,TP
10.1186_s12859-016-0922-z,SRR950085,,Secondary,FP,FP
10.1002_ece3.5260,https://doi.org/10.5061/dryad.2f62927,Primary,Primary,TP,TP
10.7554_elife.73695,https://doi.org/10.1371/journal.pone.0023203,,Primary,FP,FP
10.1371_journal.pcbi.1011828,E-PROT-108,Secondary,Secondary,TP,TP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.waw9qx,Secondary,,FN,FN
10.1029_2023wr035126,https://doi.org/10.1175/jhm-d-18-0009,,Primary,FP,FP
10.1186_s12870-019-1632-2,SAMN10345063,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1038/s41612-018-0012-1,,Primary,FP,FP
10.1186_s12859-018-2263-6,https://doi.org/10.13039/100000054,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1007/s00213-013-3101-1,,Primary,FP,FP
10.1186_s13148-018-0581-1,https://doi.org/10.13039/501100002322,,Primary,FP,FP
10.3133_cir1497,https://doi.org/10.5066/p9s5pvon,Secondary,,FN,FN
10.1107_s2059798322005691,https://doi.org/10.18150/r8vj7v,Primary,Primary,TP,TP
10.3390_v11060565,EPI1018210,Secondary,Secondary,TP,TP
10.1186_s12870-019-1632-2,Missing,Missing,,FN,FN
10.1021_jacs.2c06519,https://doi.org/10.13039/501100002341,,Primary,FP,FP
10.1186_s12859-018-2263-6,GSE4115,,Secondary,FP,FP
10.12688_f1000research.13622.1,https://doi.org/10.5256/f1000research.13622.d194234,Primary,Primary,TP,TP
10.1371_journal.pone.0200041,https://doi.org/10.5061/dryad.f8c5r7q,Primary,Primary,TP,TP
10.1186_s12915-018-0498-3,https://doi.org/10.13039/100005825,,Primary,FP,FP
10.3390_d13010019,https://doi.org/10.1890/es10-00186.1,,Primary,FP,FP
10.1039_d1ee03696c,https://doi.org/10.1016/j.tsf.2009.02.127,,Primary,FP,FP
10.1111_eva.12768,https://doi.org/10.1111/eva.v12.7,,Primary,FP,FP
10.12688_f1000research.13483.1,https://doi.org/10.5256/f1000research.17803.r38478,,Primary,FP,FP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr27646.v1,Secondary,,TP,FN
10.1186_s12859-017-1952-x,Missing,Missing,,FN,FN
10.3390_v11060565,EPI1104286,Secondary,Secondary,TP,TP
10.3389_fcimb.2024.1292467,EPI_ISL_1626969,Secondary,Secondary,TP,TP
10.1371_journal.pone.0198382,https://doi.org/10.5066/f72j69rm,,Primary,TP,FP
10.1186_s12885-019-5681-6,https://doi.org/10.13039/100001021,,Primary,FP,FP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.2a5f6c,Secondary,,FN,FN
10.1098_rspb.2015.2726,https://doi.org/10.1111/j.1474,,Primary,FP,FP
10.1186_s13054-019-2488-4,Missing,Missing,,FN,FN
10.3390_v11060565,EPI954553,Secondary,Secondary,TP,TP
10.3389_feart.2023.1205211,https://doi.org/10.1029/2020jb021489,,Primary,FP,FP
10.1371_journal.pone.0212669,E-GEOD-48350,Secondary,Secondary,TP,TP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr36795.v1,,Primary,TP,FP
10.1371_journal.pcbi.1011828,E-PROT-105,Secondary,Secondary,TP,TP
10.1107_s2053229620003757,Missing,Missing,,FN,FN
10.1029_2023ea002840,https://doi.org/10.1016/0146-6291(78,,Primary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1029/2009g,,Primary,FP,FP
10.1371_journal.pcbi.1011828,E-PROT-107,Secondary,Secondary,TP,TP
10.1590_0104-4060.59642,Missing,Missing,,FN,FN
10.1186_s12863-017-0513-7,Drp1,,Secondary,FP,FP
10.1021_acsomega.3c06074,5VA1,Secondary,,FN,FN
10.1038_s41396-020-00885-8,IPR004007,Secondary,Secondary,TP,TP
10.1029_2023ea002840,https://doi.org/10.1126/science.aaf5529,,Primary,FP,FP
10.3133_ofr20231026,https://doi.org/10.1890/04-0257,,Primary,FP,FP
10.1038_s41598-024-56373-y,CP130886,Secondary,Secondary,TP,TP
10.1080_22221751.2020.1738277,Missing,Missing,,FN,FN
10.1002_anie.202005531,Missing,Missing,,FN,FN
10.1029_2023ea002840,https://doi.org/10.1371/journal.pone.0076500,,Primary,FP,FP
10.1186_s40170-020-00212-x,HPA021241,,Secondary,FP,FP
10.1186_s40170-020-00212-x,Missing,Missing,,FN,FN
10.1029_2021gl096173,https://doi.org/10.5194/acp-12-8157-2012,,Primary,FP,FP
10.1186_s40168-018-0550-0,PRJNA273799,,Secondary,FP,FP
10.1002_chem.201903120,https://doi.org/10.1002/chem.v25.55,,Primary,FP,FP
10.1038_s41396-020-00885-8,PF00348,Secondary,Secondary,TP,TP
10.3133_ofr20231026,https://doi.org/10.1007/s10021-013-9656-1,,Primary,FP,FP
10.1186_s40478-018-0561-x,GSE110718,,Secondary,FP,FP
10.1038_s41396-020-00885-8,IPR021345,Secondary,Secondary,TP,TP
10.1038_s41597-019-0101-y,SAMN10880034,,Primary,FP,FP
10.1128_spectrum.00422-24,PF04347,Secondary,Secondary,TP,TP
10.1371_journal.pone.0284951,https://doi.org/10.1016/j.media.2017.11.005,,Primary,FP,FP
10.1093_nar_gkp1049,3.90.226.10,Secondary,,FN,FN
10.1186_s12935-020-01373-x,https://doi.org/10.13039/501100001809,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.5066/p9f7k9f2,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1089/adt.2004.2.363,,Primary,FP,FP
10.1093_nar_gkp1049,3.20.20.120,Secondary,,FN,FN
10.3389_fmicb.2024.1456637,SAMN12620692,Secondary,,TP,FN
10.1039_d0sc02283g,https://doi.org/10.13039/501100002322,,Primary,FP,FP
10.1186_s12920-019-0611-7,Missing,Missing,,FN,FN
10.1186_s13071-018-2842-4,https://doi.org/10.13039/100004440,,Primary,FP,FP
10.1590_1809-4430-eng.agric.v40n1p24-33_2020,Missing,Missing,,FN,FN
10.1038_s41597-023-02280-2,EMPIAR-10345,Secondary,Secondary,TP,TP
10.1038_s41396-020-00885-8,PF00484,Secondary,Secondary,TP,TP
10.1590_1980-5918.033.ao15,Missing,Missing,,FN,FN
10.7717_peerj.12422,https://doi.org/10.15468/dl.czyyq2,Secondary,,TP,FN
10.3390_microorganisms8121872,CHEMBL3752642,Secondary,Secondary,TP,TP
10.1111_bph.14747,Missing,Missing,,FN,FN
10.3390_d13010019,https://doi.org/10.1146/annurev.pp.18.060167.000543,,Primary,FP,FP
10.1098_rspb.2015.2726,https://doi.org/10.1016/j.exger.2013.03.007,,Primary,FP,FP
10.1186_s13072-019-0322-5,Missing,Missing,,FN,FN
10.3389_feart.2023.1205211,https://doi.org/10.1007/s00531-014-1010-0,,Primary,FP,FP
10.1371_journal.pone.0284951,https://doi.org/10.1016/j.cmpb.2021.106563,,Primary,FP,FP
10.1080_21645515.2023.2189598,NM_001110256,,Secondary,FP,FP
10.1039_d2cc00847e,https://doi.org/10.1021/ol501772v,,Primary,FP,FP
10.1002_mp.14424,https://doi.org/10.13039/501100004361,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1007/s00704-005-0124-5,,Primary,FP,FP
10.1039_d1ee03696c,https://doi.org/10.1039/c5ee00250h,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1158/1078-0432.ccr-10-1927,,Primary,FP,FP
10.1111_cas.12935,P24593,Secondary,,FN,FN
10.1590_1981-22562019022.190037,Missing,Missing,,FN,FN
10.1371_journal.pone.0284951,https://doi.org/10.3945/jn.112.165522,,Primary,FP,FP
10.1186_s13046-018-0843-y,PXD007771,,Secondary,FP,FP
10.1186_s13068-018-1316-4,https://doi.org/10.13039/501100001809,,Primary,FP,FP
10.1016_j.molcel.2018.11.006,E-MTAB-5670,,Secondary,FP,FP
10.3390_rs4102923,https://doi.org/10.1594/pangaea.780464,,Primary,TP,FP
10.1186_s13059-019-1924-8,E-MTAB-2323,,Secondary,FP,FP
10.1039_d1ee03696c,https://doi.org/10.1021/jp040366o,,Primary,FP,FP
10.1093_nar_gkp1049,3.90.228.10,Secondary,,FN,FN
10.3133_ofr20231026,https://doi.org/10.5066/p9kehy2s,Primary,,FN,FN
10.1186_s12862-015-0558-z,https://doi.org/10.6070/h4xw4gsd,,Primary,FP,FP
10.1186_s12859-016-0922-z,SRR950086,,Secondary,FP,FP
10.1186_s12866-015-0509-2,Missing,Missing,,FN,FN
10.1186_s12885-017-3237-1,Missing,Missing,,FN,FN
10.1002_chem.202000235,Missing,Missing,,FN,FN
10.1136_jitc-2021-003114,CVCL_KS61,Secondary,Secondary,TP,TP
10.3390_v11060565,EPI1184014,Secondary,Secondary,TP,TP
10.1093_sysbio_syy011,https://doi.org/10.13039/501100004739,,Primary,FP,FP
10.1002_mp.14424,https://doi.org/10.1002/mp.v47.11,,Primary,FP,FP
10.21105_joss.04237,https://doi.org/10.15485/1843541,Secondary,,FN,FN
10.1029_2023ea002840,https://doi.org/10.1016/j.dsr.2014.10.001,,Primary,FP,FP
10.1002_ece3.5395,https://doi.org/10.5441/001/1.ck04mn78,,Primary,FP,FP
10.1186_s12974-020-01860-y,BX003377,,Secondary,FP,FP
10.1038_s41467-018-07681-1,https://doi.org/10.5281/zenodo.1472500,Primary,,FN,FN
10.1186_s12870-019-1632-2,erp094,,Secondary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1002/2015gl067478,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1146/annurev-earth-071620-065605,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.6073/pasta/bb935444378d112d9189556fd22a441d,,Primary,TP,FP
10.1186_s12870-019-1632-2,SAMN10345065,,Primary,FP,FP
10.3390_d13010019,https://doi.org/10.2307/1352440,,Primary,FP,FP
10.1186_s13054-015-0738-7,Missing,Missing,,FN,FN
10.1186_s12920-018-0426-y,https://doi.org/10.13039/100000861,,Primary,FP,FP
10.1590_0102-77863220007,Missing,Missing,,FN,FN
10.1186_s12866-020-01863-y,SRX7550679,,Secondary,FP,FP
10.1128_JVI.01717-21,EPI_ISL_445001,Primary,,TP,FN
10.1039_d0sc01197e,https://doi.org/10.13039/501100001429,,Primary,FP,FP
10.1002_cssc.202201821,https://doi.org/10.1002/(issn)1864-564x,,Primary,FP,FP
10.1002_chem.202001668,K03946,,Secondary,FP,FP
10.1590_0001-3765201920180768,Missing,Missing,,FN,FN
10.1038_s41396-020-00885-8,IPR017920,Secondary,Secondary,TP,TP
10.7554_elife.73695,https://doi.org/10.1126/science.1220939,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1029/2004gb002266,,Primary,FP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1143/jpsj.81.063003,,Primary,FP,FP
10.21105_joss.04237,https://doi.org/10.5067/modis/mod13a2.006,Secondary,,FN,FN
10.3389_feart.2023.1205211,https://doi.org/10.1016/s0025-3227(03)00268-8,,Primary,FP,FP
10.3133_ofr20231026,https://doi.org/10.5066/p918e2p3,Secondary,,FN,FN
10.1029_2023wr035126,https://doi.org/10.1029/2018wr024257,,Primary,FP,FP
10.1039_d0sc01518k,https://doi.org/10.13039/501100001809,,Primary,FP,FP
10.5194_essd-8-663-2016,https://doi.org/10.1594/pangaea.845258,Primary,,FN,FN
10.7717_peerj.12422,https://doi.org/10.15468/dl.yak5vd,Secondary,,TP,FN
10.1186_s12859-020-3415-z,https://doi.org/10.13039/100006785,,Primary,FP,FP
10.1371_journal.pone.0159387,PRJNA74123,Secondary,Secondary,TP,TP
10.1371_journal.pcbi.1011828,E-PROT-110,Secondary,Secondary,TP,TP
10.1186_s12885-018-4229-5,https://doi.org/10.13039/501100004663,,Primary,FP,FP
10.1186_s12879-018-3065-1,Missing,Missing,,FN,FN
10.1128_spectrum.00422-24,K02416,,Secondary,FP,FP
10.1029_2022gl100473,https://doi.org/10.1002/jgrb.50274,,Primary,FP,FP
10.3762_bjoc.8.42,https://doi.org/10.1002/marc.1996.030171007,,Primary,FP,FP
10.1212_wnl.0000000000006035,https://doi.org/10.5061/dryad.tq61224,Primary,Primary,TP,TP
10.1007_s00382-022-06361-7,https://doi.org/10.1002/2017gl074179,,Primary,FP,FP
10.1021_acscentsci.1c01109,https://doi.org/10.13039/501100004543,,Primary,FP,FP
10.1002_chem.201902131,https://doi.org/10.1002/(issn)1521-3765,,Primary,FP,FP
10.1186_s13068-018-1167-z,PRJNA265584,,Secondary,FP,FP
10.1038_s41597-023-02280-2,EMPIAR-10387,Secondary,Secondary,TP,TP
10.1186_s12918-018-0564-z,GSE24375,,Secondary,FP,FP
10.1038_s41396-020-00885-8,IPR012338,Secondary,Secondary,TP,TP
10.1186_s13148-018-0581-1,Missing,Missing,,FN,FN
10.1002_ejoc.202000916,https://doi.org/10.13039/501100002428,,Primary,FP,FP
10.3390_v11060565,EPI1104284,Secondary,Secondary,TP,TP
10.7554_elife.73695,https://doi.org/10.1098/rstb.2019.0621,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1038/s41585-020-0298-8,,Primary,FP,FP
10.1111_ddi.13153,https://doi.org/10.1111/ddi.v27.1,,Primary,FP,FP
10.1186_s13072-019-0285-6,GSE73972,,Secondary,FP,FP
10.3133_ofr20231026,https://doi.org/10.1111/j.1365,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1038/d41586-020-01751-5,,Primary,FP,FP
10.1186_s40168-018-0550-0,https://doi.org/10.13039/501100004359,,Primary,FP,FP
10.1186_s12870-020-2295-8,PRJNA574257,,Secondary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.5066/p96zbxk8,,Primary,FP,FP
10.1128_spectrum.00422-24,PF02154,Secondary,Secondary,TP,TP
10.1111_ddi.13161,https://doi.org/10.1111/ddi.v26.12,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1002/ggge.20058,,Primary,FP,FP
10.1186_s12859-016-0922-z,SRR881985,,Secondary,FP,FP
10.1038_s41598-021-85671-y,https://doi.org/10.7937/tcia.2019.8dho2gls,Secondary,,FN,FN
10.1002_ejoc.202000916,Missing,Missing,,FN,FN
10.20944_preprints202009.0353.v1,https://doi.org/10.15468/dl.jx7wck,Primary,Primary,TP,TP
10.1029_2023wr035126,https://doi.org/10.5281/zenodo.839854,,Primary,FP,FP
10.3133_ofr20231026,https://doi.org/10.2307/2937064,,Primary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1038/s43017-021-00219-y,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1002/grl.50380,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1029/2004wr003657,,Primary,FP,FP
10.1038_s41396-020-00885-8,IPR002889,Secondary,Secondary,TP,TP
10.1080_21645515.2023.2189598,ENSMMUT00000043132,Secondary,,FN,FN
10.7717_peerj.10452,SAMN16233664,Primary,Primary,TP,TP
10.18438_eblip29674,https://doi.org/10.6078/d1k419,Primary,,FN,FN
10.1136_jitc-2021-003114,CVCL_6245,Secondary,Secondary,TP,TP
10.1128_JVI.01717-21,EPI_ISL_293291,Primary,,TP,FN
10.1186_s12864-018-5054-6,Missing,Missing,,FN,FN
10.1186_s12859-018-2263-6,GSE83083,,Secondary,FP,FP
